Probe_Set_ID,DHF_102,DHF_111,DF_121,DHF_125,DHF_128,DF_129,DHF_145,DF_164,DHF_165,DF_171,ND_195,ND_199,DHF_206,ND_216,DHF_235,ND_237,ND_239,DF_243,ND_251,ND_269,DHF_277,DHF_307,DF_310,ND_317,DF_330,DF_331
201237_at,7.40354848,7.551712215,7.816094481,5.56719881,6.202940294,7.293289752,7.327780538,7.003338149,7.336415945,7.39252436,7.643914055,6.234214628,7.593273432,7.463190914,7.613028639,5.778889947,7.078931625,7.414452392,7.046821327,6.854459982,7.533212311,7.455934489,7.580291506,7.548872051,7.701968768,7.650454238
201239_s_at,7.850220452,7.731448149,6.924612396,8.249209166,7.687997166,7.163559613,7.922841021,6.799947326,7.431418152,8.090800624,7.316082953,7.050989447,8.304371189,7.311218384,7.760040681,6.832600605,7.437265258,7.739707422,6.11368218,6.917606595,8.309996805,7.8148438,7.864611973,6.837761907,7.077329263,7.182124122
201240_s_at,8.520009223,8.558027986,8.085548366,9.179644023,8.783886533,8.561745818,8.515932397,8.17950822,8.274586455,8.958681599,7.986232885,8.39054094,9.088635908,8.385762448,8.508939221,7.88121998,8.431591729,8.828772438,7.269686385,8.444514966,9.001703587,8.780326391,8.862426934,8.177768601,8.374430752,8.355591488
201253_s_at,8.003396492,8.214871142,8.247717702,8.342768373,8.136049895,8.474577923,8.14215059,8.357845698,8.140548749,7.972293587,7.344719054,8.366416812,7.860223637,8.138447908,8.33298185,8.082649366,8.293499489,8.262455769,9.063219922,8.567905317,7.929666493,7.906289372,7.943640738,8.222526785,8.22343939,8.23366249
201254_x_at,9.718283846,9.803203021,9.503077148,9.933269631,9.534747257,9.693031918,9.155091898,9.842032273,9.143762439,9.747950078,9.962336481,9.585992112,9.724163499,9.578747227,9.210580343,10.00513217,9.227158157,9.644982332,10.11435607,9.79142127,9.636170041,9.632505259,9.501202383,9.512043686,9.64601779,9.448931985
201257_x_at,9.685057873,9.729520995,9.480596491,9.998734094,9.600921934,9.647556053,9.118970419,9.938004915,9.084278158,9.65653147,9.955130786,9.757623279,9.663210558,9.560468935,9.167150994,10.08619653,9.264212837,9.646813071,10.12576273,9.867855194,9.576315931,9.562369541,9.488358398,9.465021349,9.604076969,9.280034331
201258_at,9.019216185,9.375202055,8.636202142,9.478564358,9.10012364,9.334873905,8.709333057,9.157308725,8.781693634,8.839436098,9.388411241,9.323088532,9.167902489,9.121290555,8.827160102,9.630680956,8.824163053,9.070008767,9.122579623,9.319114056,8.961814908,8.833593907,8.749653209,8.987821625,9.124030567,8.609845296
201268_at,7.595739153,7.687034283,7.075639788,8.298016761,7.637957367,7.776702799,7.503565227,7.458589767,7.209266289,7.426787139,7.382808637,7.918483082,7.841139088,7.441437685,7.473409939,7.650787262,7.468113648,7.537696384,7.411677126,7.568327614,7.503565227,7.426668113,7.447051735,6.987397907,7.316282361,6.877089865
201274_at,7.517846884,7.672013087,7.36264527,8.242861603,7.713516604,7.767094634,7.650596977,7.344460623,7.478395785,7.966447944,6.712956201,8.188550226,8.109555725,7.673362646,7.771277945,6.92096761,7.610704265,8.007433666,6.476818505,7.632740216,7.798112629,7.806452142,7.834273531,6.942543104,7.693436061,7.103815362
201277_s_at,7.920446505,7.972086634,6.978400119,8.359158311,7.672711362,7.90824009,8.005600607,7.23041832,7.117529863,7.747424112,7.195412351,7.837870017,8.159660737,7.504611799,7.85080478,6.562444094,7.363786751,7.944066541,6.965080346,7.116069416,7.650787262,7.872950454,7.386842527,7.220373837,7.117610936,6.76029881
201288_at,8.809728468,8.998730056,9.240103037,9.310068053,9.228013282,9.166378035,8.468276019,9.027450654,8.554122821,8.879221779,9.351735762,8.823456557,8.904181992,8.785998208,8.520906289,9.094076182,8.563198529,8.924975612,9.820828509,9.318764191,8.695657318,8.712924435,8.677541767,8.599804904,9.218774703,8.84039201
201290_at,8.767500446,8.873860135,8.818704202,9.060017357,8.687307205,8.885579291,8.58839695,8.6443015,8.401557848,8.808638175,8.781509396,8.843571801,8.986559117,8.798499985,8.563714116,8.781186897,8.465731462,8.9523336,9.315078694,8.868413285,8.897107986,8.737420495,8.679788118,8.708969907,8.887335048,8.641903291
201293_x_at,9.172461958,9.396629049,9.098738195,9.824460579,9.353947088,9.407123521,8.934323331,9.532133974,8.747590371,9.349119223,9.120163992,9.508034655,9.405306646,9.174070501,8.932344569,9.447008059,8.920495963,9.368659495,8.994011051,9.429170634,9.201128069,9.200794959,9.209980307,8.917230261,9.231044554,8.826749274
201296_s_at,7.826961756,8.085178748,8.480778139,7.346590687,7.831101065,8.172531513,7.720461695,8.186881937,8.235705229,8.369087537,7.987490512,7.545653985,7.911140718,8.086594874,8.085209555,7.80612641,8.036314644,8.045331838,8.89068592,8.500352174,7.852827812,8.023585157,8.175209796,7.979338895,8.649168374,8.093340055
201300_s_at,7.448275618,7.569669757,7.810231022,7.077666816,7.491980052,7.347621814,7.591609413,7.971569062,7.496208388,7.509116064,8.07252977,7.935336907,7.292337176,7.934871566,7.628858036,7.878079547,7.696985068,7.309346226,7.405009223,8.097213251,7.477604243,7.446701778,7.345429396,7.655343295,7.622468237,7.889196844
201303_at,7.571525141,7.735826632,6.941770158,8.326274787,7.756280957,8.000383029,7.947643222,7.269895262,7.595739153,7.696439886,7.345235717,8.013607959,8.078067882,7.590296414,7.95927596,6.858354929,7.646974648,7.813187268,6.50458753,7.282829906,7.377133713,7.495819683,7.63983467,6.749931194,7.409197011,6.906754779
201305_x_at,7.841021115,7.82140252,7.471135401,8.637107288,8.046133004,8.118505068,7.682897107,7.585484207,7.645636791,7.422911512,7.286602589,8.043567009,7.715703275,7.776660859,7.654158826,7.801636789,7.532944766,7.867794918,7.803639201,7.30840883,7.402695394,7.354170373,7.354618216,7.138073034,7.658841124,7.267734757
201306_s_at,9.04329356,9.167276283,8.85329393,9.464020888,9.04240681,9.162409838,8.571491965,8.853479697,8.515271346,8.867779638,8.901284839,8.973883592,9.160855967,8.848839516,8.615716386,9.07612303,8.631913765,9.117468218,9.428624134,8.925095328,8.819147923,8.876935426,8.844480518,8.718696268,8.768900876,8.659334909
201312_s_at,7.915603704,7.864035659,8.281572119,7.374566317,7.747251356,7.904703914,7.813227703,8.450412158,8.109074566,7.689828669,8.21792425,7.934477647,8.002125248,8.455998407,8.045428012,8.316520274,8.181104881,7.9787908,8.447885985,8.356108527,7.990915463,7.808444945,8.045299778,8.146477276,8.34369658,8.226760673
201315_x_at,9.033829898,9.257519716,9.518229402,8.212785353,8.776614669,9.103545495,8.716142406,9.197275396,8.992520127,9.402026279,9.148071274,9.003906434,9.079046474,9.289770584,8.848983054,8.761424818,8.88316875,8.828904242,9.407616221,9.659496954,8.847733584,9.055112445,9.163835594,8.560080252,9.519030228,9.240597959
201318_s_at,8.166926244,8.672554567,8.624252264,8.303777174,8.517053182,8.597038957,8.140781904,8.565545164,8.521523801,8.554007165,8.22668045,8.675887818,8.473659189,8.569406063,8.600485996,8.85143437,8.566097635,8.664474618,7.682113715,9.122120993,8.517293186,8.365951609,8.406440386,8.370454971,9.064909894,8.810295548
201319_at,7.151015134,7.425655816,7.487789751,7.249072901,7.420818398,7.099366883,7.106606138,7.501247856,7.785762458,7.174571159,6.999969763,7.664956488,7.277731369,7.880539759,7.716238058,7.780177714,7.534762657,7.354298349,6.993841228,7.904002561,7.372557906,7.388760666,7.671454115,7.491924297,8.243492916,7.72599207
201322_at,8.701546017,8.773307194,8.306793096,8.813334384,8.292047637,8.684434951,8.458970682,8.311668512,8.135815635,8.698881214,8.472153984,8.465942001,8.945775688,8.355262324,8.503236245,7.993248555,8.303306661,8.719938098,7.591155108,8.467624724,8.720346258,8.636006807,8.414606603,8.273872443,8.468905901,8.154557661
201331_s_at,7.01562265,6.95301541,7.834669382,6.33576322,6.649243584,7.44184811,7.318804765,7.654964418,7.664487401,7.238424999,6.550079835,6.933325555,7.235691185,7.422074792,7.543379273,6.98230601,7.683311596,7.537376759,8.119993828,7.783182349,6.840011627,7.893609386,8.019875918,7.938088727,8.14215059,7.423269892
201336_at,6.795034409,6.813664356,7.909269123,6.473736363,6.878944197,6.886633782,6.776164859,7.838501032,7.047430261,7.359467638,7.622223541,7.468912735,7.020190708,7.832252247,7.101016776,7.466627934,7.367266556,7.191052753,7.977419246,8.037220031,6.717804695,6.955401932,7.126328402,7.461008008,7.785180435,7.467828105
201338_x_at,8.576499297,8.694619452,8.29826574,9.07758582,8.501876487,8.821717632,8.442491197,8.37756324,8.309307642,8.356742709,8.590239171,8.883945191,8.635456112,8.545780648,8.613357552,8.571454078,8.518492347,8.568133423,8.752644688,8.840493341,8.297643176,8.356155517,8.186297378,8.299410246,8.28611827,8.101010858
201339_s_at,7.681975406,7.92363792,7.291042942,6.906754779,6.813774216,7.58049565,7.487005613,6.707473397,7.162164912,8.07059354,7.411556288,6.962148763,7.967453474,7.778839418,7.605740736,6.715140933,7.209783945,8.0053337,5.831295795,6.870261075,8.105216932,8.093615028,7.75370938,7.658841124,6.838083606,7.592870288
201351_s_at,7.350708832,7.313820207,7.092656838,7.984564942,7.746992165,7.496152868,7.621880866,6.939060129,7.361057717,7.576097341,7.036851852,7.661338828,7.916698116,7.316747493,7.645062875,6.650149674,7.337197296,7.474772182,6.467698726,7.109716051,7.78501408,7.487341747,7.563823451,6.931276474,7.109470883,6.971762409
201352_at,8.495724377,8.498336517,8.574839264,8.522200633,8.625975845,8.37237549,8.367300102,8.420748368,8.346618371,8.363622343,8.779618992,8.543951961,8.416001751,8.424288117,8.394302132,8.663853028,8.426962091,8.349697191,8.781708986,8.73566987,8.273795911,8.294949235,8.256166033,8.314121839,8.51813275,8.474056019
201356_at,8.14322675,8.041573823,6.987951821,6.98416061,7.335568791,7.654822302,7.590599567,6.828495598,7.002246942,7.048212632,7.812175838,6.505933526,7.464165936,7.309212366,6.986843685,6.960347729,7.216856319,7.350130741,7.67140752,7.338043073,7.347557399,7.479469019,7.268989812,7.778504564,6.868910495,7.430707083
201358_s_at,8.583074561,8.710718419,8.703257734,9.311180687,9.109989509,8.957291583,8.499863903,8.710668975,8.511899203,8.636983101,8.817712513,8.971346871,8.771757887,8.522678122,8.610610672,9.012133306,8.531036923,8.708887354,9.17084042,8.873398025,8.619352589,8.458398145,8.607691814,8.187716429,8.81020603,8.569880514
201360_at,6.10791336,6.058889523,7.79741452,4.784988613,5.179533831,5.757323242,6.42681203,7.146614687,6.986011777,6.590301048,6.855724871,5.517854422,6.383506635,7.8559322,6.622470331,6.599189996,6.33576322,6.270799378,7.01831227,7.51327271,5.96229317,6.303351308,6.011512242,7.106114213,7.004428166,6.815091594
201368_at,8.566173814,8.689952509,8.226867628,7.718729939,7.975495904,8.145578634,8.064982328,8.330019884,8.007133941,7.667345416,8.565621385,8.568760448,7.924108517,8.428711643,8.042024245,8.901094122,8.617436637,8.068653554,7.92302219,8.668883705,8.096726114,8.198611952,8.262404162,8.281597432,8.026529607,8.748035035
201371_s_at,7.986606939,7.975461525,7.626667667,8.097182812,8.278377471,7.759144757,7.78638568,7.849713758,7.562992886,7.738095889,8.255464725,7.720417328,7.82400601,7.762128053,7.638390904,8.116267763,7.646640351,7.832807517,7.0147245,7.553234166,7.702646443,7.79683924,7.662843861,7.487509772,7.621782937,7.842632212
201381_x_at,7.615199764,7.791522819,6.546928872,7.959136188,7.580546679,8.099888269,7.607282067,7.137198943,6.855408799,7.42249324,7.006060968,7.658227526,7.977899504,7.13273714,7.644345017,7.258623396,7.113874739,7.70616297,7.696621647,7.341613462,7.328306025,7.426965652,7.093819822,6.750399468,7.215534053,6.488292661
201385_at,8.671612407,8.773307194,8.529418161,8.998767126,8.702044878,8.737789501,8.299111806,8.687070978,7.893945138,8.669244526,8.789157383,8.717240056,8.853551136,8.444837529,8.405546291,8.522817346,8.184987839,8.840203797,8.008598411,8.356648782,8.688302121,8.499008854,8.486073972,8.30962767,8.306891825,8.391221722
201395_at,8.074399978,8.084870629,7.508348478,7.273231379,7.564445923,7.40190259,7.490361884,7.55155464,7.754653059,7.758589735,7.932398047,7.078172931,7.414030566,7.364990235,7.180755093,8.028292125,7.663783358,7.511469972,7.849713758,7.517846884,7.736612727,7.88702081,7.731316498,8.110577422,7.611248752,7.824445931
201398_s_at,8.821658632,8.733658493,8.445117,9.220637177,8.886367689,8.701446215,8.52565727,8.567506005,8.410987875,8.877521454,8.766924144,8.483243363,8.978345261,8.574971413,8.553795094,8.517793011,8.511577453,8.730302568,8.341100197,8.476975181,8.972108563,8.590443653,8.721863152,8.35676619,8.522578664,8.621859466
201400_at,7.919210726,8.107870653,7.557264003,8.239038918,7.751733349,8.261397308,8.103766474,7.901784527,7.863843481,7.856939054,7.65505915,8.23291864,8.266858283,7.949479705,8.42035184,7.355896661,7.950185148,8.034566222,6.940512843,8.117789675,7.854303598,7.529084172,7.92240608,7.249996557,8.282584162,7.39252436
201406_at,8.198996927,8.285664584,7.680822083,8.970838754,8.702809315,8.499843553,8.209825285,8.384027446,7.816255745,7.768068076,8.134174272,8.66269515,8.251246518,8.362782478,8.486280273,8.754255427,8.461384455,8.251142139,8.250567861,8.745029713,8.217897272,7.931823603,8.017538276,7.986980854,8.052933037,7.65704647
201422_at,8.298415098,8.328934042,9.50961499,8.285034122,8.212622641,8.336438407,8.411232496,9.477891163,8.50471567,9.120360958,8.863078132,8.408605251,8.949092484,9.172794256,8.66153593,8.570961421,8.691398568,8.823427109,8.804475184,9.45874613,8.899785364,8.773276232,9.05134464,8.858496596,9.314835513,8.853322512
201426_s_at,7.771573074,7.908791489,7.943214753,8.499660386,8.163684658,8.133822201,8.220725976,8.338090449,8.16732361,7.845024417,8.378850242,8.15242847,8.239910194,8.587483887,8.403531651,8.523513178,8.40032224,8.200919582,6.67922223,8.579773547,8.071936807,7.88630694,7.849440816,7.95728236,8.349176826,7.454835683
201429_s_at,9.666574637,9.733256609,9.883871408,10.20399207,9.673627748,9.6480274,8.993998636,9.89198667,9.102588109,9.915094926,9.965311455,9.687319615,9.704115458,9.579342029,9.12134521,10.0224166,9.146377685,9.682304578,10.45247275,10.0250501,9.725185905,9.644179114,9.597376709,9.38829407,9.74354178,9.411516394
201441_at,8.335695295,8.380869332,8.404002097,8.875049437,8.241992896,8.804805261,8.394641303,8.408315386,8.081691467,8.295323828,8.033269121,8.622633704,8.488464445,8.553351528,8.376942129,8.417107628,8.15530468,8.394957759,8.641815011,8.709002926,8.168401379,8.042506614,8.306719043,7.834550644,8.537544688,8.097821838
201453_x_at,7.918519477,7.937196109,7.854536418,7.056433871,7.464452526,7.768660143,7.677817203,7.869095855,7.684278068,8.082525817,8.414030259,7.619969522,7.994564856,8.311594819,7.86568687,7.607083319,7.660915129,7.949232683,7.350773043,7.987014839,7.718596602,7.972776313,7.931320693,7.711325141,7.657708033,7.992775614
201457_x_at,8.003630492,7.974704887,7.121979168,8.486960762,7.868675149,8.11847527,7.888221966,7.073608643,7.378071359,7.627447015,7.775401836,8.20682915,8.104643044,7.763786322,7.869363486,7.615643278,7.802985793,7.987320655,6.472500842,7.600152178,7.775653768,7.751991314,7.731974581,7.247009357,7.45344599,7.61342374
201463_s_at,7.700204661,7.756109724,8.369620827,8.340790086,7.93905186,7.920373854,7.830187116,8.510289415,8.118326267,7.791026828,7.408348732,8.276216572,7.982348062,8.226707192,8.10040421,8.077571327,8.111177932,8.14908167,7.135448465,8.814330423,7.601552248,7.822003927,7.921499347,7.69739376,8.346665809,7.280077168
201464_x_at,7.54258455,7.406467835,6.730660041,6.376726948,6.976721483,7.007329084,6.769756781,6.938284484,6.603808314,6.875438678,8.5145497,7.47856532,7.410951876,7.591458001,7.016340589,7.232444077,7.021083964,6.717078918,7.247507844,7.199753026,7.455067111,7.615791072,7.366634764,7.862766599,7.698074541,7.613769325
201470_at,8.055697269,8.110607456,8.540030425,8.101344359,7.794163956,8.411321434,7.923746539,8.648993086,8.014335737,7.998536989,8.240121298,8.468171,8.149659504,8.368159398,8.243598097,7.885893414,8.045203591,8.095659675,8.474264813,8.634069149,7.832450593,7.787547988,7.878041651,7.701200181,8.545100145,7.817021396
201477_s_at,7.379195376,7.660020064,6.381138969,7.974188669,7.680314199,8.073714641,7.547026887,5.609105428,6.755652501,7.029087564,6.707595564,7.576865882,7.554806164,6.949760573,7.153286349,6.381646798,6.83389343,7.850259418,6.571722946,6.150815965,7.239645606,7.161156417,6.804725379,6.194405391,6.363717521,6.319508508
201479_at,8.079741937,8.167635715,7.560549105,8.083698911,7.927107887,7.963842735,7.90923239,7.522508392,7.649311599,7.985007729,7.951664959,7.904482487,8.235652224,7.456916609,8.025876034,7.622615026,7.83881639,8.226225728,7.563771561,7.308676747,8.041155393,8.125808488,7.850532136,7.911690521,7.506756602,7.802250198
201487_at,7.192482992,7.285026653,7.721747469,7.041499149,7.009137893,7.476189215,7.336220511,7.43838353,7.445300727,7.922587329,6.394927653,7.526125033,7.942042357,8.131765977,7.779006803,6.680352671,7.194211601,8.037478563,6.708206177,7.686483648,7.812337736,7.671547299,7.394001284,7.022244005,7.942788586,7.622712874
201492_s_at,9.539881501,9.665281124,9.726010243,10.03865199,9.603638427,9.595317018,8.955357796,9.833783714,9.022395031,9.648614658,9.815388311,9.605209541,9.63020136,9.517244021,9.00241789,9.968647755,9.11107237,9.607148113,10.32372632,9.886519404,9.491677357,9.51319673,9.49682673,9.329988334,9.60857272,9.35238666
201498_at,8.242572118,8.177178688,8.200535347,8.375583543,8.285841042,8.169194783,7.897779627,8.152802846,7.853449461,8.194533126,8.48121362,8.153695022,8.205136456,7.972259098,7.914179177,8.389018853,7.995508824,8.319863575,8.760421683,7.439911773,8.198281856,8.26690966,8.078378104,8.300081412,7.950925327,8.230417375
201502_s_at,9.02737861,8.459309809,8.956286481,7.64343499,8.128319678,7.837080689,7.855001895,9.1378772,8.350689864,8.354486009,9.232238841,8.495540454,8.703473568,9.007256768,8.450112776,8.74276579,8.311545688,8.143546467,8.873033787,8.622075593,9.00234402,7.991693765,7.890881891,8.424200325,8.648537193,8.564229437
201524_x_at,7.697121317,7.825445032,7.431773497,8.191324538,7.860493652,7.929486523,7.63747544,7.340640983,7.19578729,7.673223121,7.650454238,8.040640162,7.889159367,7.383927344,7.751776348,7.32151919,7.424761762,7.840785127,7.506152123,7.676427285,7.73796511,7.546446274,7.487789751,7.116637621,7.636317865,7.561849732
201530_x_at,8.493269283,8.467834866,8.278352075,8.903883144,8.435418986,8.527519689,8.290994979,8.552984956,8.147143489,8.2615781,8.437803604,8.781186897,8.614392495,8.742909431,8.443374408,8.205436982,8.314464825,8.55167191,7.901969552,8.467330452,8.230204212,8.239619853,8.183564907,7.992234836,8.438193273,7.897965394
201531_at,7.296142046,7.069533935,7.451590056,5.744924418,6.076035449,6.492088308,6.645870899,7.879972555,6.534079493,6.580639137,7.496319419,7.174877437,6.85372139,7.508129059,6.858670071,6.739218277,7.017954071,6.688230173,6.990348577,7.377508877,6.860034543,6.715383386,6.34808949,7.179612801,7.43838353,7.866913911
201550_x_at,9.28578174,9.324070762,9.102164787,9.678210477,9.223345438,9.384621356,8.918543177,9.515262969,8.811175376,9.338161743,9.358794859,9.334149658,9.400911144,9.244103914,8.895396723,9.312274023,8.939003978,9.384142407,9.630260501,9.429765017,9.146047154,9.224184104,9.088861766,8.97482055,9.245881246,8.903257991
201552_at,7.489579761,7.451764197,7.482287828,6.110358077,6.237347585,6.987674902,7.111838328,6.752854318,6.818268112,7.523859415,7.93626694,6.766997841,7.524992865,6.881000542,7.314819108,6.6147256,7.266268532,7.355513299,6.129485845,6.708084084,7.524938921,7.42511948,7.215754552,7.950995792,7.329749689,7.623788563
201553_s_at,9.273765774,9.342201621,9.596242024,9.511052187,9.293117798,9.354942754,8.814345281,9.542668319,8.885053347,9.383074449,9.48576513,9.383873423,9.268363967,9.14826282,8.89307843,9.397566548,8.906393407,9.279735829,10.13547587,9.602997136,9.143698307,9.106778238,9.111999605,9.130820861,9.46962297,9.262733561
201565_s_at,7.475282546,7.511469972,8.220133957,5.789042319,7.275795394,7.3743782,7.213326384,7.892526751,7.971327437,7.474999043,7.66115054,7.885742999,7.455992288,8.093584479,7.433252743,7.711056468,7.22882377,7.357492423,7.607530446,7.455182805,7.094151855,7.188035022,7.156254638,7.341937411,7.617366186,8.088930175
201568_at,7.695667036,7.783057336,6.56526497,8.015426412,7.578605725,7.963599236,7.853837796,7.355641103,7.367645439,7.632740216,7.500197755,7.651262819,8.062873917,7.491812777,7.796880343,7.228533579,7.400803823,7.646449274,7.197210778,7.574199077,7.91304541,7.513872901,7.560601163,6.927165673,7.373248753,6.96432463
201569_s_at,7.186371379,7.690697459,7.080447287,8.113097146,7.647261099,7.943214753,7.330863822,6.958828549,6.771018755,7.266827348,6.521357234,7.860917814,7.842985521,7.152347162,7.622174595,7.065698757,7.476189215,7.684232067,7.011394314,7.517792553,7.407439062,7.310015256,7.165029689,7.038257087,7.166111522,7.019475529
201584_s_at,7.955390013,8.074275406,7.467256775,9.032002868,8.272621693,8.401108712,8.038673402,7.957107293,7.721570219,7.818027939,8.038512021,8.718042053,8.230177564,7.820519801,8.033398907,7.964051402,7.97515206,8.110307074,6.470489858,7.919174356,7.699615932,7.722633248,7.764593202,7.034211703,7.658699558,7.776031546
201586_s_at,8.068089626,7.946582177,6.674182532,6.779694609,6.76480827,7.601252398,7.684370065,6.94572521,6.825351453,7.824765752,7.767221659,6.745824412,8.088500397,7.477377973,7.496985346,5.983180328,7.034476032,7.688455357,6.102111067,6.043582501,7.782098383,7.90193255,7.200797958,7.468912735,6.450154416,7.240291207
201587_s_at,7.928478096,8.01466637,7.818510719,9.228681147,7.965267757,7.974980094,7.951312822,7.883107058,7.425000255,7.475792648,8.354203563,8.680790539,7.725947949,7.765781103,7.564238475,8.180432913,7.688775965,7.745695204,7.986776918,8.629253215,7.575123007,7.518118498,7.235475038,7.102663951,7.639930847,7.39357074
201588_at,7.742619012,7.787796878,7.887584032,8.679941095,8.157026444,7.980092036,7.727579162,7.596342077,7.609713528,7.714186501,8.019020514,8.055443405,8.053569169,7.825325192,7.832093542,7.894504475,7.709398056,7.935587386,8.252029011,8.179704438,7.44757644,7.611743483,7.756109724,7.260733398,7.521263837,7.382497663
201589_at,7.525963373,7.575430794,6.853193491,8.138155775,7.60638739,7.98616486,7.35844866,6.660062855,7.486949579,7.349166514,6.399925164,7.863266724,7.555591237,7.475622643,7.693937326,6.272688309,7.292881616,7.931859515,6.36233821,7.321915805,7.22875123,7.548503291,7.583603695,6.773309182,7.326926034,6.873267349
201590_x_at,8.48429803,8.649291057,9.007171002,8.990105088,8.445439369,8.757296116,8.513947931,9.016755623,8.472865058,8.626746903,8.152342056,8.7659733,8.919011659,8.869384097,8.66506132,8.408203877,8.455530531,8.715306073,8.474682271,9.172596967,8.648326711,8.379561977,8.497643332,8.163513756,8.998952452,8.43767368
201591_s_at,8.008498629,7.785637768,8.002426478,6.950527371,7.086988739,7.482850638,7.352056411,7.340576117,7.421177529,8.14786713,7.968907969,7.089493332,7.854769183,7.145826851,7.501358329,7.399581553,7.514636259,7.716906135,7.49415209,7.756109724,8.019941688,8.062810911,7.862343221,8.129174997,7.667953447,7.991050864
201592_at,8.211265679,8.181244818,7.708949364,8.143604586,7.907173187,7.913301535,7.871463805,8.028552975,7.688455357,7.962206672,8.454445067,8.266986721,8.151794593,8.104250193,7.895361516,8.200041113,7.989967146,8.088101153,7.711996507,7.84967477,7.927901394,8.093920465,7.959206076,8.148243217,7.708365763,7.71311445
201597_at,8.68418112,8.959838471,8.717207308,9.421192695,9.180159476,9.137350236,8.547159678,8.84439401,8.396899507,8.917699358,8.858823531,9.030974443,9.052258642,8.789111669,8.641585449,9.062965021,8.492080491,8.910950024,9.43717311,9.12278703,8.984405428,8.656659438,8.659543086,8.34148174,8.856959995,8.610865667
201600_at,8.170892816,8.119190173,7.445651174,8.275987497,7.49704082,8.20431638,8.232785751,7.908754739,7.790241006,7.680545087,8.033820594,8.1651077,8.296571458,8.01908634,7.956932195,8.163456783,8.127493159,8.084932261,8.059434289,7.752592973,7.789951337,7.706027948,7.743052852,7.901377354,7.792885527,7.068853199
201601_x_at,8.42698398,8.755264763,9.212557911,7.891068943,8.354015221,8.550105587,8.318522716,8.689312886,8.522220533,8.951478965,8.523175263,8.388609539,8.455892091,8.74817792,8.533440486,8.106695441,8.415492637,8.459585265,8.497989984,9.190831302,8.298365314,8.441024636,8.954686542,7.789620184,9.08831962,8.965142911
201619_at,7.167500733,7.416859422,6.699746615,7.355960541,6.851079102,7.509937824,7.374127322,6.486160789,6.762845107,7.650216296,6.234410726,7.009950791,7.806370719,7.163404742,7.463592509,5.7166987,7.040361244,7.652498208,5.514234873,6.589888875,7.483806688,7.640747977,7.206451473,6.622204268,6.860454006,6.18538524
201631_s_at,9.040927143,7.587665233,7.510047341,4.26969745,5.731397642,6.318247133,7.67354865,8.862356126,5.826000107,6.699007608,9.052094652,8.069561435,7.397316407,9.134063896,6.193588731,6.954829686,7.427441531,6.557630266,7.254460692,8.259820449,8.400591957,6.321667171,6.015181074,8.106574828,7.112408941,7.350965653
201641_at,6.574796862,7.054622355,7.780679114,7.029530336,6.258242135,6.355934035,6.920474051,6.982120361,7.212515683,7.523535336,6.672032945,6.292124541,7.476359124,7.235907284,7.327057544,6.250168274,6.847792938,7.084645446,5.892748574,7.168965031,7.310282743,6.597418516,7.822725139,6.326149473,7.464739035,8.052614819
201648_at,8.268757473,8.4113659,8.049267402,7.680037063,8.020204724,8.162259588,8.051436531,7.997124986,7.96269429,8.189494356,8.513586696,8.238484075,8.224163513,8.158945583,7.895063498,8.355191775,8.050224951,8.200617695,7.30067536,8.028748567,8.166187859,8.216358332,8.117610746,8.348798208,8.117700215,8.262378358
201649_at,7.791398845,8.084007391,8.763256077,7.497539947,7.50262789,7.826682532,7.925627395,8.382815727,8.254762925,8.60333419,7.320526962,7.815731541,8.287956112,8.140344694,8.365276681,6.749696974,7.987898051,8.050288755,7.43366654,8.52579608,7.95096056,8.192099968,8.750096957,7.654253635,8.745793826,8.878943235
201651_s_at,7.424881015,7.674152921,8.538465327,7.531873873,7.019654371,7.723650925,7.625399931,8.040511312,8.039318668,7.610010852,7.136880902,7.57157663,7.247009357,7.447051735,7.599301178,7.268292754,7.803557548,7.536683887,7.010853237,8.244334048,6.921658184,7.458993213,7.246795644,7.483075673,7.949338557,7.086988739
201663_s_at,7.040448821,7.058414155,5.369241705,7.681883189,7.660255685,6.898512698,7.085148043,5.25801607,6.286184297,6.674940108,5.790571605,6.528980786,7.299459472,6.142037406,7.104144093,4.894850261,6.428912701,7.063390571,4.069026754,5.108366783,6.691339048,6.53567659,6.499636653,4.677490848,5.385870264,5.437644432
201664_at,7.473182718,7.352825642,6.466611178,8.251246518,8.133029587,8.069154556,7.585281079,6.253059285,7.060648025,7.438912802,6.678090511,7.627300933,7.832807517,7.056864702,7.497318143,6.823177303,7.278766959,7.884802389,5.887769311,6.742054823,7.39086021,7.508677515,7.219861635,6.202333068,6.703188113,7.059789435
201665_x_at,9.168205015,9.285447844,8.8256627,9.616072111,9.059970868,9.221023108,8.50821299,9.2691563,8.524784306,9.024757503,9.301113,9.212368314,9.153304304,9.002504065,8.630253984,9.503778347,8.642009215,9.174765006,9.553788222,9.443853968,9.069559911,9.024552816,8.991338233,8.883792723,9.110199543,8.845186728
201666_at,6.304083105,6.272688309,7.435202004,6.54405572,5.727499001,5.609471795,6.831414046,7.430884897,6.919189657,6.12599544,6.866933284,6.618738984,5.829827582,7.72920772,6.404732467,7.304919362,6.782985392,6.077871575,5.980656348,8.068590911,5.70511492,5.65178718,5.942536873,6.238519918,7.094068857,6.463965057
